,Name1,Name2,index,score,pdockQ1,pdockQ2,pdockQ3,meanDock,PPV1,PPV2,PPV3,RMSD_12,RMSD_13,RMSD_23
6842,"AAC71260.1 spermidine/putrescine ABC transporter, permease protein, putative [Mycoplasmoides genitalium G37]","AAC71407.1 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",50586,3537.7442487822304,0.64432508740931382,0.6408049187724314,0.60298542917129139,0.62937181178434554,0.96322523999999998,0.96322523999999998,0.94001920000000005,0.3751762610351933,2.1900282113415783,2.4425424757889425
7964,AAC71432.1 segregation and condensation protein A [Mycoplasmoides genitalium G37],AAC71520.1 chromosome segregation protein SMC [Mycoplasmoides genitalium G37],107168,3515.2476318673639,0.63379578520034807,0.61542136122521596,0.66641436142038923,0.63854383594865105,0.96322523999999998,0.94001920000000005,0.98128026999999995,0.84121851068959796,1.0137251924458088,4.7716256691730372
9386,"AAC71220.1 DNA gyrase, A subunit [Mycoplasmoides genitalium G37]","AAC71421.1 DNA topoisomerase IV, B subunit [Mycoplasmoides genitalium G37]",107415,3239.6740967662645,0.5921185528098829,0.60735726507350396,0.59009684252916206,0.59652422013751627,0.93172991000000005,0.94001920000000005,0.93172991000000005,0.2885977655237012,0.32435449784055326,0.80539496753974271
4,"AAC71316.1 glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, C subunit [Mycoplasmoides genitalium G37]","AAC71317.1 glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, A subunit [Mycoplasmoides genitalium G37]",89110,3161.9210039523364,0.61457829749696702,0.60091318709210617,0.60741371635826635,0.60763506698244651,0.94001920000000005,0.93172991000000005,0.94001920000000005,0.71258212044465585,1.0273685814173164,1.2584877440108226
4259,"AAC71219.1 DNA gyrase, B subunit [Mycoplasmoides genitalium G37]","AAC71220.1 DNA gyrase, A subunit [Mycoplasmoides genitalium G37]",107657,3011.7355639123084,0.56953706840745555,0.62254650873127682,0.62172987490360732,0.60460448401411326,0.92420274000000002,0.94001920000000005,0.94001920000000005,1.0714378362257397,0.91610807566031305,4.3277166089067025
8199,"AAC71295.1 oligopeptide ABC transporter, permease protein (OppB) [Mycoplasmoides genitalium G37]","AAC71296.1 oligopeptide ABC transporter, permease protein (OppC) [Mycoplasmoides genitalium G37]",73468,3006.3087386752595,0.59029835138359721,0.5616313519091638,0.57855334863199503,0.57682768397491868,0.93172991000000005,0.91629945999999995,0.92420274000000002,0.29086051313388844,0.67515967373681274,0.56814798763955232
2276,"AAC71338.1 ABC transporter, permease protein [Mycoplasmoides genitalium G37]","AAC71339.1 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",78087,2981.1406227470138,0.59057427397542106,0.57387200006853201,0.53291224341767507,0.56578617248720942,0.93172991000000005,0.92420274000000002,0.90952562000000003,0.21442692264104291,0.39077457665265125,0.43196877919817656
8251,"AAC71398.1 metal ion ABC transporter, ATP-binding protein, putative [Mycoplasmoides genitalium G37]","AAC71400.1 metal ion ABC transporter, permease protein [Mycoplasmoides genitalium G37]",62286,2977.1532430442398,0.52280371731037711,0.58724407677780044,0.59109739265193995,0.56704839558003917,0.90043139000000005,0.93172991000000005,0.93172991000000005,0.53596588104846421,0.55286290218004441,0.22331283824619891
5664,"AAC71407.1 ABC transporter, permease protein [Mycoplasmoides genitalium G37]","AAC71481.1 lipoprotein, putative [Mycoplasmoides genitalium G37]",97104,2814.6990899417101,0.58001026471754791,0.591149456242819,0.56844426414056004,0.57986799503364228,0.92420274000000002,0.93172991000000005,0.92420274000000002,1.2061500437998849,0.91395151635706573,0.947739959197756
4380,"AAC71409.2 phosphoesterase, DHH subfamily 1 [Mycoplasmoides genitalium G37]",AAC71598.1 DHH family protein [Mycoplasmoides genitalium G37],54955,2767.7862266622269,0.54069551143290728,0.55818421745385804,0.56264590196111741,0.55384187694929421,0.90952562000000003,0.91629945999999995,0.91629945999999995,0.25513781367266203,0.26632099553046562,0.20816595934517784
4881,AAC71357.1 metallo-beta-lactamase superfamily protein [Mycoplasmoides genitalium G37],AAC71647.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],98681,2662.0470902861648,0.55448700602680789,0.5436725696149648,0.55855783184078245,0.55223913582751838,0.91629945999999995,0.91629945999999995,0.91629945999999995,0.40649644993553757,0.66793655168179566,0.74931011574759576
3730,"AAC71295.1 oligopeptide ABC transporter, permease protein (OppB) [Mycoplasmoides genitalium G37]","AAC71297.1 oligopeptide ABC transporter, ATP-binding protein [Mycoplasmoides genitalium G37]",76326,2616.9247375340983,0.5511023098946205,0.53919868347841127,0.51434799442210499,0.53488299593171229,0.91629945999999995,0.90952562000000003,0.90043139000000005,0.12758164492980811,0.39712978384568853,0.44189671396474722
1593,"AAC71316.1 glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, C subunit [Mycoplasmoides genitalium G37]","AAC71400.1 metal ion ABC transporter, permease protein [Mycoplasmoides genitalium G37]",84707,2579.3605304988496,0.57301395795588461,0.57169439064525396,0.58605201275965157,0.57692012045359675,0.92420274000000002,0.92420274000000002,0.93172991000000005,3.2613635132698011,3.5143374481212839,1.1628092784035506
9662,"AAC71450.1 ribonucleoside-diphosphate reductase, beta chain [Mycoplasmoides genitalium G37]","AAC71452.1 ribonucleoside-diphosphate reductase, alpha chain [Mycoplasmoides genitalium G37]",95522,2565.5559134614546,0.56947735887384021,0.53365369275383345,0.55021577579290493,0.55111560914019286,0.92420274000000002,0.90952562000000003,0.91629945999999995,0.81085914964254568,1.2471387637575808,1.2966236238096465
1643,"AAC71406.1 ABC transporter, ATP-binding protein [Mycoplasmoides genitalium G37]","AAC71407.1 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",86067,2460.6861296442776,0.52722198703825351,0.53159948907437449,0.51288926664099943,0.52390358091787581,0.90952562000000003,0.90952562000000003,0.90043139000000005,0.25794507177979314,0.27873415427710696,0.17899522536096291
4714,"AAC71259.1 spermidine/putrescine ABC transporter, permease protein, putative [Mycoplasmoides genitalium G37]","AAC71408.2 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",49032,2455.0843121835401,0.57927035043200248,0.54645402159577483,0.49410769931096732,0.53994402377958162,0.92420274000000002,0.91629945999999995,0.89195530000000001,1.6701265902552582,2.1132671236630087,1.0162002249748137
9620,AAC71469.1 RNA polymerase sigma factor RpoD [Mycoplasmoides genitalium G37],"AAC71565.2 DNA-directed RNA polymerase, beta' subunit [Mycoplasmoides genitalium G37]",111042,2429.0141460969862,0.54215542277085271,0.55280574375021363,0.57201168260104718,0.55565761637403777,0.91629945999999995,0.91629945999999995,0.92420274000000002,1.5940583179813865,1.5626694757312649,1.440158958668373
9089,"AAC71260.1 spermidine/putrescine ABC transporter, permease protein, putative [Mycoplasmoides genitalium G37]","AAC71295.1 oligopeptide ABC transporter, permease protein (OppB) [Mycoplasmoides genitalium G37]",61788,2375.7191310944149,0.55970452342290711,0.47046898250076269,0.49364967460189374,0.50794106017518781,0.91629945999999995,0.88570037000000001,0.89195530000000001,1.2515116658659371,0.43710627821158499,0.97485001488046263
4147,"AAC71495.1 pyruvate dehydrogenase component E1, beta subunit [Mycoplasmoides genitalium G37]","AAC71496.1 pyruvate dehydrogenase component E1, alpha subunit [Mycoplasmoides genitalium G37]",60892,2340.9874081788162,0.65835124003820855,0.65365240462579677,0.69030287232475906,0.66743550566292154,0.98128026999999995,0.96322523999999998,0.98128026999999995,0.2330469037846164,39.474219293280811,39.106836125419221
6588,"AAC71337.1 ABC transporter, ATP-binding protein [Mycoplasmoides genitalium G37]","AAC71338.1 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",96633,2313.4196393937164,0.48634521452247892,0.54153338939388651,0.55061822300038121,0.52616560897224884,0.89195530000000001,0.91629945999999995,0.91629945999999995,1.8015027026347576,2.0513133281553051,0.81290938218705655
1777,"AAC71626.1 ATP synthase F1, epsilon subunit [Mycoplasmoides genitalium G37]","AAC71628.1 ATP synthase F1, gamma subunit [Mycoplasmoides genitalium G37]",18817,2233.9518073301533,0.53552520571187379,0.47894167064533005,0.51353312617450497,0.50933333417723625,0.90952562000000003,0.89195530000000001,0.90043139000000005,0.86135489883226635,1.3846623474983106,0.65338896101888455
8782,"AAC71400.1 metal ion ABC transporter, permease protein [Mycoplasmoides genitalium G37]","AAC71535.1 membrane protein, putative [Mycoplasmoides genitalium G37]",64072,2221.7066609658291,0.56072595557862093,0.57041875361405525,0.46254943053941916,0.53123137991069835,0.91629945999999995,0.92420274000000002,0.88570037000000001,1.9773534763034382,1.675666285812818,1.8876988046408489
2175,"AAC71262.1 metalloendopeptidase, putative, glycoprotease family [Mycoplasmoides genitalium G37]",AAC71426.1 glycoprotease family protein [Mycoplasmoides genitalium G37],34146,2216.7593737664256,0.49542462595582731,0.50459166822702439,0.50673843920338502,0.50225157779541219,0.89195530000000001,0.90043139000000005,0.90043139000000005,0.4476314914722882,0.19340323809524193,0.34938537044455137
2715,"AAC71258.1 spermidine/putrescine ABC transporter, ATP-binding protein, putative [Mycoplasmoides genitalium G37]","AAC71260.1 spermidine/putrescine ABC transporter, permease protein, putative [Mycoplasmoides genitalium G37]",79729,2151.6946440546481,0.4684187146839851,0.49894328421592504,0.49425932799269423,0.48720710896420144,0.88570037000000001,0.90043139000000005,0.89195530000000001,0.082593393539364957,0.084099093610055076,0.059939288656323683
4683,"AAC71219.1 DNA gyrase, B subunit [Mycoplasmoides genitalium G37]","AAC71421.1 DNA topoisomerase IV, B subunit [Mycoplasmoides genitalium G37]",103699,2132.7013241750687,0.57842008522596422,0.56829592796257489,0.57575206681925195,0.57415602666926369,0.92420274000000002,0.92420274000000002,0.92420274000000002,2.0350571159033302,7.8612756851066452,7.7266091932873913
8016,"AAC71220.1 DNA gyrase, A subunit [Mycoplasmoides genitalium G37]",AAC71358.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],112014,2124.2664714593802,0.67374851574431005,0.57184259886385891,0.6915735640708417,0.64572155955967014,0.98128026999999995,0.92420274000000002,0.98128026999999995,8.6113721253273692,5.2695316436592075,15.347955008068014
1551,AAC71322.1 ribonuclease R [Mycoplasmoides genitalium G37],"AAC71474.1 DNA ligase, NAD-dependent [Mycoplasmoides genitalium G37]",105940,2110.9520702875657,0.65719829890783099,0.68847516306756373,0.67840299986203889,0.67469215394581117,0.98128026999999995,0.98128026999999995,0.98128026999999995,6.7200604906571106,11.154902157630335,8.3537149550261791
2565,AAC71354.1 UDP-galactopyranose mutase [Mycoplasmoides genitalium G37],AAC71402.1 oligoendopeptidase F [Mycoplasmoides genitalium G37],92825,2106.7040469583558,0.58327607036141205,0.6416924840959668,0.55903667730545603,0.59466841058761155,0.93172991000000005,0.96322523999999998,0.91629945999999995,9.0461727696272831,3.415910904890894,11.405357647547422
5461,"AAC71258.1 spermidine/putrescine ABC transporter, ATP-binding protein, putative [Mycoplasmoides genitalium G37]","AAC71259.1 spermidine/putrescine ABC transporter, permease protein, putative [Mycoplasmoides genitalium G37]",79841,2070.9354857530525,0.48996630538284813,0.47949445095198179,0.47247071015999842,0.48064382216494278,0.89195530000000001,0.89195530000000001,0.88570037000000001,0.081361861763989712,0.12953674160571227,0.12763547677791973
8527,"AAC71400.1 metal ion ABC transporter, permease protein [Mycoplasmoides genitalium G37]","AAC71586.1 membrane protein, putative [Mycoplasmoides genitalium G37]",55228,2067.5259030172938,0.50878408779744833,0.49445788509536154,0.50220579330582404,0.5018159220662114,0.90043139000000005,0.89195530000000001,0.90043139000000005,1.7038346195967169,0.63930018699112656,1.4221775063816315
3828,"AAC71404.1 lipoprotein, putative [Mycoplasmoides genitalium G37]","AAC71639.1 phosphate ABC transporter, permease protein PstA [Mycoplasmoides genitalium G37]",105365,2046.5706324283656,0.4433840605873014,0.52532821662588325,0.55420787574614694,0.50764005098644382,0.87822060999999996,0.90952562000000003,0.91629945999999995,1.7196303338538677,1.6436856924112835,2.410466729482728
3140,"AAC71238.1 DNA-directed RNA polymerase, delta subunit [Mycoplasmoides genitalium G37]","AAC71565.2 DNA-directed RNA polymerase, beta' subunit [Mycoplasmoides genitalium G37]",106889,2037.0035687063648,0.52602667613381426,0.48623436983077284,0.43449135075854639,0.48225079890771116,0.90952562000000003,0.89195530000000001,0.87822060999999996,0.75864990828459189,0.92802672282192145,1.3681358180404382
2395,AAC71221.1 seryl-tRNA synthetase [Mycoplasmoides genitalium G37],AAC71488.1 leucyl-tRNA synthetase [Mycoplasmoides genitalium G37],101565,2017.3394660753013,0.66160287614533608,0.52814700679151605,0.54650978391092386,0.57875322228259196,0.98128026999999995,0.90952562000000003,0.91629945999999995,8.8707991209750503,4.5048197121148945,6.8238378165032501
1216,AAC71302.1 tRNA(Ile)-lysidine synthetase [Mycoplasmoides genitalium G37],"AAC71627.1 ATP synthase F1, beta subunit [Mycoplasmoides genitalium G37]",71499,1982.4724163179701,0.41991829189514712,0.4819544202211587,0.50429848067381544,0.46872373093004044,0.87116417000000002,0.89195530000000001,0.90043139000000005,0.68032313552714252,0.5764624648290283,0.39530682941177442
2357,"AAC71269.1 phosphoglucomutase/phosphomannomutase, putative [Mycoplasmoides genitalium G37]","AAC71481.1 lipoprotein, putative [Mycoplasmoides genitalium G37]",104470,1965.9792298436812,0.54963100810803611,0.59836509640170332,0.40726482684970994,0.51842031045314985,0.91629945999999995,0.93172991000000005,0.87116417000000002,1.6303516534219311,9.1525213961077654,9.889153716297848
2355,AAC71381.1 ribosomal protein L5 [Mycoplasmoides genitalium G37],AAC71477.1 ribosomal protein L31 [Mycoplasmoides genitalium G37],4624,1963.4914935637491,0.45461115795569551,0.4360569910923261,0.49644738659912996,0.46237184521571723,0.88570037000000001,0.87822060999999996,0.89195530000000001,0.31764198313661879,0.31968074258042856,0.24867458307117865
8263,AAC71221.1 seryl-tRNA synthetase [Mycoplasmoides genitalium G37],AAC71505.1 prolyl-tRNA synthetase [Mycoplasmoides genitalium G37],84913,1961.293660650965,0.65129317745184356,0.6986195169765308,0.65056312028222041,0.66682527157019822,0.96322523999999998,0.98128026999999995,0.96322523999999998,64.000678785189592,0.24925490177519408,47.909163645051493
6051,"AAC71404.1 lipoprotein, putative [Mycoplasmoides genitalium G37]","AAC71479.1 modification methylase, HemK family [Mycoplasmoides genitalium G37]",99721,1948.988817166736,0.6577143727555268,0.60792609386350183,0.68915219625810853,0.65159755429237898,0.98128026999999995,0.94001920000000005,0.98128026999999995,21.510945412913941,4.839400881487335,18.848906010789737
2076,AAC71471.1 glycyl-tRNA synthetase [Mycoplasmoides genitalium G37],AAC71505.1 prolyl-tRNA synthetase [Mycoplasmoides genitalium G37],87220,1943.436352885074,0.59164200832159841,0.62910002653796027,0.5645276696706415,0.5950899015100668,0.93172991000000005,0.95333044,0.91629945999999995,0.59625903409156855,31.338081145004651,30.846728609556461
4562,AAC71264.1 signal recognition particle protein [Mycoplasmoides genitalium G37],AAC71519.1 signal recognition particle-docking protein FtsY [Mycoplasmoides genitalium G37],74462,1942.3356814024969,0.45274080460824723,0.5314672143556789,0.38392748783508873,0.45604516893300495,0.88570037000000001,0.90952562000000003,0.85453785000000004,0.85007986556700521,0.92266369522568092,0.72411561527960533
4858,AAC72448.1 OsmC-like protein [Mycoplasmoides genitalium G37],AAC72474.1 OsmC-like protein [Mycoplasmoides genitalium G37],6047,1906.3061662913728,0.47370352196640386,0.49712727221391079,0.51023288816970369,0.49368789411667285,0.88570037000000001,0.90043139000000005,0.90043139000000005,1.3234202961431931,1.3400564153289252,1.3887223726465134
5468,"AAC71260.1 spermidine/putrescine ABC transporter, permease protein, putative [Mycoplasmoides genitalium G37]","AAC71408.2 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",48862,1876.5505899942195,0.48407306554998547,0.52600589309706935,0.47426236404853339,0.49478044089852941,0.89195530000000001,0.90952562000000003,0.88570037000000001,3.6005993899149091,2.5989280324357904,1.4496565449974459
909,"AAC71297.1 oligopeptide ABC transporter, ATP-binding protein [Mycoplasmoides genitalium G37]","AAC71298.1 oligopeptide ABC transporter, ATP-binding protein [Mycoplasmoides genitalium G37]",102800,1871.8465424700933,0.46792868128695203,0.50908072841415231,0.45542893429735837,0.47747944799948755,0.88570037000000001,0.90043139000000005,0.88570037000000001,2.0718709888714684,2.3164909711223327,0.92108013652552267
5415,"AAC71230.1 ABC transporter, ATP-binding/permease protein [Mycoplasmoides genitalium G37]","AAC71618.1 ABC transporter, ATP-binding/permease protein [Mycoplasmoides genitalium G37]",103701,1850.5131223757412,0.52792690887308902,0.4707399139905265,0.37876920923109858,0.45914534403157137,0.90952562000000003,0.88570037000000001,0.85453785000000004,1.1129962706360204,1.526355301212813,1.10720789073479
2311,"AAC71219.1 DNA gyrase, B subunit [Mycoplasmoides genitalium G37]","AAC71422.1 DNA topoisomerase IV, A subunit [Mycoplasmoides genitalium G37]",106774,1818.3478592053141,0.46712513391592264,0.47290454240509694,0.43448702232265007,0.45817223288122322,0.88570037000000001,0.88570037000000001,0.87822060999999996,0.25929177400451808,0.93164820300105089,1.1327108033106428
3833,"AAC71318.1 glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, B subunit [Mycoplasmoides genitalium G37]",AAC71324.2 peptide deformylase [Mycoplasmoides genitalium G37],58916,1816.6606474223031,0.49816562677057491,0.43088943623920317,0.47261264914750467,0.46722257071909423,0.90043139000000005,0.87822060999999996,0.88570037000000001,4.0068265278774167,0.50041809726023079,3.0209283049306741
4031,"AAC71398.1 metal ion ABC transporter, ATP-binding protein, putative [Mycoplasmoides genitalium G37]","AAC71524.1 metal ion ABC transporter, permease protein, putative [Mycoplasmoides genitalium G37]",47150,1797.7244886643466,0.48608182882508144,0.46848180838525749,0.39576410703992282,0.45010924808342062,0.89195530000000001,0.88570037000000001,0.86040801,0.41868586585887102,1.1444536694038834,0.88491440545430522
5420,"AAC71472.1 RNA methyltransferase, TrmH family, group 3 [Mycoplasmoides genitalium G37]","AAC71571.1 RNA methyltransferase, TrmH family, group 2 [Mycoplasmoides genitalium G37]",18206,1786.2468364011354,0.42541292966016314,0.45378555803553661,0.47774391319472059,0.45231413363014011,0.87116417000000002,0.88570037000000001,0.89195530000000001,0.94990919636914695,0.87064574697627406,0.42167941645877449
7984,AAC71347.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],AAC71519.1 signal recognition particle-docking protein FtsY [Mycoplasmoides genitalium G37],26605,1765.3668091431366,0.44424324609524463,0.47307879789451168,0.4431950310144907,0.45350569166808236,0.87822060999999996,0.88570037000000001,0.87822060999999996,0.4022774036967306,1.1186035746649718,1.083211576228619
6886,"AAC71295.1 oligopeptide ABC transporter, permease protein (OppB) [Mycoplasmoides genitalium G37]","AAC71408.2 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",66350,1749.8160949387538,0.42365305118509872,0.48317778573230619,0.45135488302671134,0.45272857331470545,0.87116417000000002,0.89195530000000001,0.88570037000000001,0.87849028700851572,0.74488286861823683,0.83035901139610069
5141,"AAC71259.1 spermidine/putrescine ABC transporter, permease protein, putative [Mycoplasmoides genitalium G37]","AAC71295.1 oligopeptide ABC transporter, permease protein (OppB) [Mycoplasmoides genitalium G37]",61932,1713.4889495260977,0.45584683467890086,0.45762914469370941,0.44818440902431728,0.4538867961323092,0.88570037000000001,0.88570037000000001,0.88570037000000001,0.93753904716789083,0.63304882654512884,0.49563948354348619
6928,"AAC71406.1 ABC transporter, ATP-binding protein [Mycoplasmoides genitalium G37]","AAC71408.2 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",85185,1707.0060095575211,0.44407108736896206,0.44388003626478911,0.44195341726480353,0.44330151363285158,0.87822060999999996,0.87822060999999996,0.87822060999999996,0.11167383847717489,0.093680832707648681,0.099942980508257145
7301,"AAC71295.1 oligopeptide ABC transporter, permease protein (OppB) [Mycoplasmoides genitalium G37]","AAC71407.1 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",67763,1704.3992686215286,0.51466910579530789,0.39503334406156371,0.4702814985417062,0.45999464946619256,0.90043139000000005,0.86040801,0.88570037000000001,1.9477358564137464,1.3541306679255167,3.8285680444208223
7560,AAC71342.1 thioredoxin [Mycoplasmoides genitalium G37],"AAC71390.1 methionine aminopeptidase, type I [Mycoplasmoides genitalium G37]",10902,1701.4127209620026,0.42828084906567365,0.45017358877871549,0.43046613545416185,0.43630685776618366,0.87822060999999996,0.88570037000000001,0.87822060999999996,0.14998150059972015,0.17902109868318178,0.11697046196191493
2187,AAC71358.1 conserved hypothetical protein [Mycoplasmoides genitalium G37],AAC71448.1 thymidylate synthase [Mycoplasmoides genitalium G37],106230,1697.9309586870418,0.62068600865326706,0.54848547595894281,0.67806230195237494,0.61574459552152827,0.94001920000000005,0.91629945999999995,0.98128026999999995,6.8406072416380264,13.01673953194781,14.440813430200718
4251,"AAC71398.1 metal ion ABC transporter, ATP-binding protein, putative [Mycoplasmoides genitalium G37]","AAC71399.1 metal ion ABC transporter ATP-binding protein, putative [Mycoplasmoides genitalium G37]",45103,1688.9960652758346,0.47277605858977689,0.41324012010567673,0.40788496062209534,0.43130037977251634,0.88570037000000001,0.87116417000000002,0.87116417000000002,0.51180667062717056,0.40858064068982969,0.5259946123963779
5605,"AAC71271.1 preprotein translocase, SecE subunit [Mycoplasmoides genitalium G37]","AAC71388.1 preprotein translocase, SecY subunit [Mycoplasmoides genitalium G37]",48237,1642.280176373341,0.41898503918168545,0.44502948793268787,0.4469231356411148,0.436979220918496,0.87116417000000002,0.87822060999999996,0.88570037000000001,0.30330188157346599,0.56436716840741674,0.37245271429704108
5151,"AAC71365.2 membrane protein, putative [Mycoplasmoides genitalium G37]","AAC71400.1 metal ion ABC transporter, permease protein [Mycoplasmoides genitalium G37]",74839,1641.3624652543799,0.52904611570633231,0.48561693251154697,0.45435953957283681,0.4896741959302387,0.90952562000000003,0.89195530000000001,0.88570037000000001,3.0709736790947613,2.5931963944415699,5.3723771896579624
2792,AAC71221.1 seryl-tRNA synthetase [Mycoplasmoides genitalium G37],AAC71471.1 glycyl-tRNA synthetase [Mycoplasmoides genitalium G37],81644,1637.4661432978817,0.6754636531246353,0.66759644107984961,0.16954235255688757,0.50420081558712415,0.98128026999999995,0.98128026999999995,0.73044282000000005,0.15061621692142713,37.679654731904918,37.708200714506042
8879,AAC71308.1 ribosomal protein S6 [Mycoplasmoides genitalium G37],AAC71310.1 ribosomal protein S18 [Mycoplasmoides genitalium G37],7352,1634.1367500423962,0.4451617343132358,0.43363043587874117,0.47824033011739714,0.45234416676979139,0.87822060999999996,0.87822060999999996,0.89195530000000001,3.1305146702219213,3.5987145603578492,0.78595966029275344
7182,"AAC71296.1 oligopeptide ABC transporter, permease protein (OppC) [Mycoplasmoides genitalium G37]","AAC71408.2 ABC transporter, permease protein [Mycoplasmoides genitalium G37]",62243,1623.6646234567022,0.45575533183567452,0.4313018175810634,0.43419916105956463,0.44041877015876746,0.88570037000000001,0.87822060999999996,0.87822060999999996,1.2065386454270064,0.56888858260525021,0.93941681520394282
5317,AAC71596.1 DAK2 phosphatase domain protein [Mycoplasmoides genitalium G37],AAC71614.1 GTP-binding protein Era [Mycoplasmoides genitalium G37],80189,1623.1008180506194,0.58509870247666107,0.68225542402036554,0.5910271037429885,0.61946041008000507,0.93172991000000005,0.98128026999999995,0.93172991000000005,15.124551197024669,12.474645679749656,7.7306406276073574
1656,AAC71322.1 ribonuclease R [Mycoplasmoides genitalium G37],AAC71557.1 valyl-tRNA synthetase [Mycoplasmoides genitalium G37],108770,1622.1009151588796,0.3581396162486718,0.66966760570910389,0.3919619884668033,0.47325640347485964,0.84294946000000004,0.98128026999999995,0.86040801,13.518792847815293,2.726331510769759,17.401320667527749
